Round,Opponent,Result,Venue,GF,GA,xG,xGA,Poss,Avg_GF,Avg_GA,Avg_xG,Avg_xGA,Avg_Poss,Label,Form_Score
34,Crystal Palace,L,Away,2,5,1.3,2.4,40,1.0,1.3333333333333333,1.2,1.9000000000000001,44.333333333333336,-1,6.0
34,Arsenal,L,Home,0,2,0.2,1.2,46,1.3333333333333333,1.6666666666666667,1.133333333333333,1.4666666666666668,53.666666666666664,-1,4.888888888888888
35,Tottenham,W,Away,3,2,1.0,2.3,38,1.6666666666666667,0.6666666666666666,2.066666666666667,0.5333333333333332,50.666666666666664,1,8.0
35,Chelsea,D,Home,2,2,1.1,1.6,29,2.6666666666666665,1.3333333333333333,1.5999999999999996,1.633333333333333,57.666666666666664,0,8.222222222222221
35,Brighton,W,Home,3,0,1.9,0.9,31,1.3333333333333333,2.3333333333333335,1.266666666666667,1.7000000000000002,44.0,1,6.111111111111112
35,Everton,L,Away,0,1,0.9,0.8,52,3.3333333333333335,1.3333333333333333,1.8666666666666665,0.9666666666666667,43.666666666666664,-1,8.333333333333334
35,Bournemouth,L,Away,0,3,0.9,1.9,69,0.6666666666666666,2.0,0.8999999999999999,2.2,55.0,-1,4.666666666666667
35,Manchester Utd,D,Away,1,1,2.1,2.7,52,1.6666666666666667,1.0,1.4666666666666668,1.4000000000000006,52.333333333333336,0,6.888888888888889
35,Aston Villa,D,Away,2,2,1.6,1.1,71,3.3333333333333335,1.0,1.6333333333333335,1.3999999999999997,57.0,0,8.88888888888889
35,Fulham,D,Away,1,1,1.0,1.1,47,2.6666666666666665,2.0,1.8333333333333333,1.9666666666666668,38.666666666666664,0,7.111111111111112
35,Brentford,W,Home,1,0,0.8,0.9,48,1.0,2.0,0.8999999999999998,1.5,40.333333333333336,1,7.0
35,Crystal Palace,D,Home,1,1,1.1,1.0,53,1.0,1.3333333333333333,1.7333333333333334,0.9666666666666663,49.333333333333336,0,5.333333333333333
35,West Ham,D,Away,2,2,1.7,0.7,71,1.6666666666666667,1.3333333333333333,2.433333333333334,1.1666666666666667,63.666666666666664,0,7.777777777777778
35,Wolves,L,Away,1,2,0.6,1.2,42,1.3333333333333333,3.6666666666666665,0.8666666666666666,2.5666666666666664,45.0,-1,4.666666666666667
35,Nott'ham Forest,W,Away,2,0,0.9,1.9,66,3.6666666666666665,1.0,2.8333333333333335,1.0999999999999999,65.0,1,9.555555555555555
35,Burnley,D,Home,1,1,2.7,2.1,48,2.3333333333333335,2.0,1.0999999999999999,2.5000000000000004,46.666666666666664,0,7.0
35,Sheffield Utd,W,Home,5,1,3.1,1.5,60,2.3333333333333335,1.0,2.033333333333333,1.1333333333333333,39.0,1,7.666666666666667
35,Manchester City,L,Home,0,2,1.9,0.9,34,1.0,2.3333333333333335,1.4333333333333336,0.9333333333333335,47.333333333333336,-1,5.666666666666666
35,Newcastle Utd,L,Away,1,5,1.5,3.1,40,1.0,2.6666666666666665,1.5333333333333332,1.1666666666666667,42.666666666666664,-1,4.444444444444445
35,Arsenal,L,Home,2,3,2.3,1.0,62,1.0,2.3333333333333335,1.3333333333333333,2.233333333333333,62.666666666666664,-1,6.111111111111112
35,Liverpool,D,Home,2,2,0.7,1.7,29,1.3333333333333333,2.6666666666666665,1.1333333333333333,2.3666666666666667,46.666666666666664,0,5.222222222222222
35,Luton Town,W,Home,2,1,1.2,0.6,58,1.0,2.0,0.8999999999999999,1.4333333333333333,52.666666666666664,1,4.666666666666667
36,Bournemouth,W,Home,3,0,3.3,0.5,55,1.6666666666666667,1.3333333333333333,1.2666666666666668,1.133333333333333,48.0,1,8.666666666666668
36,Brighton,L,Away,0,1,0.1,2.5,48,2.3333333333333335,1.0,1.4666666666666666,1.6666666666666667,44.333333333333336,-1,7.666666666666667
36,Arsenal,L,Away,0,3,0.5,3.3,45,2.0,1.6666666666666667,1.7666666666666668,1.5000000000000002,39.333333333333336,-1,6.666666666666666
36,Fulham,D,Home,0,0,0.6,1.3,54,2.3333333333333335,0.6666666666666666,1.6666666666666667,0.7333333333333334,50.666666666666664,0,7.222222222222222
36,Aston Villa,W,Home,1,0,2.5,0.1,52,0.6666666666666666,2.0,1.0333333333333332,1.7,60.0,1,4.444444444444445
36,Newcastle Utd,L,Home,1,4,1.0,3.4,47,2.0,1.0,2.0,2.0000000000000004,49.0,-1,6.888888888888889
36,West Ham,W,Home,5,0,4.1,0.9,69,3.3333333333333335,1.0,2.066666666666667,1.2999999999999998,58.0,1,8.555555555555555
36,Manchester Utd,W,Home,4,0,1.7,0.4,43,2.3333333333333335,1.0,1.8,1.7000000000000002,46.0,1,7.111111111111112
36,Luton Town,D,Away,1,1,1.4,0.8,49,1.0,2.0,0.8666666666666664,1.633333333333333,43.666666666666664,0,8.222222222222221
36,Brentford,D,Away,0,0,1.3,0.6,46,1.3333333333333333,1.3333333333333333,1.7000000000000002,0.9666666666666663,45.0,0,5.555555555555555
36,Tottenham,W,Home,4,2,3.3,1.2,44,1.6666666666666667,1.3333333333333333,1.8000000000000005,1.1666666666666667,66.66666666666667,1,7.222222222222222
36,Everton,D,Home,1,1,0.8,1.4,51,1.0,4.0,0.5666666666666665,2.8333333333333335,40.666666666666664,0,4.444444444444445
36,Wolves,W,Home,5,1,3.7,0.3,58,3.0,0.3333333333333333,2.5,1.3666666666666665,62.0,1,10.0
36,Crystal Palace,L,Away,0,4,0.4,1.7,57,2.0,1.6666666666666667,1.7666666666666666,2.0000000000000004,50.0,-1,7.0
36,Burnley,W,Away,4,1,3.4,1.0,53,3.6666666666666665,1.3333333333333333,2.733333333333333,1.2333333333333334,47.666666666666664,1,8.0
36,Sheffield Utd,W,Away,3,1,1.5,2.2,46,0.6666666666666666,2.0,1.5666666666666667,0.7333333333333334,46.333333333333336,1,4.888888888888888
36,Nott'ham Forest,L,Home,1,3,2.2,1.5,54,0.6666666666666666,3.6666666666666665,1.5666666666666664,2.1,45.333333333333336,-1,3.888888888888889
36,Liverpool,L,Away,2,4,1.2,3.3,56,0.6666666666666666,3.0,1.5999999999999999,2.0666666666666664,62.333333333333336,-1,4.888888888888888
36,Chelsea,L,Away,0,5,0.9,4.1,31,1.3333333333333333,3.0,0.9666666666666668,2.433333333333333,42.333333333333336,-1,5.777777777777777
36,Manchester City,L,Away,1,5,0.3,3.7,42,1.3333333333333333,1.6666666666666667,0.7999999999999998,1.2333333333333332,52.666666666666664,-1,6.222222222222222
37,Manchester Utd,W,Away,1,0,1.5,0.5,46,2.6666666666666665,0.6666666666666666,1.8333333333333333,0.9999999999999999,49.0,1,8.88888888888889
37,Liverpool,D,Home,3,3,3.1,1.7,41,1.6666666666666667,1.3333333333333333,1.2,1.9666666666666668,44.333333333333336,0,7.0
37,Brentford,L,Home,1,2,0.7,1.1,48,1.3333333333333333,2.0,1.4000000000000004,2.2,40.0,-1,5.444444444444444
37,Bournemouth,W,Away,2,1,1.1,0.7,52,1.6666666666666667,0.6666666666666666,1.5333333333333332,0.9,51.0,1,7.111111111111112
37,Newcastle Utd,D,Away,1,1,1.4,2.2,43,0.6666666666666666,1.6666666666666667,1.5666666666666664,1.1666666666666665,58.666666666666664,0,5.666666666666666
37,Tottenham,L,Away,1,2,0.7,2.7,37,2.0,2.0,1.7666666666666668,2.833333333333334,50.0,-1,6.0
37,Nott'ham Forest,W,Away,3,2,1.6,1.5,67,3.0,1.0,2.4,1.0999999999999999,61.666666666666664,1,8.777777777777779
37,Wolves,W,Away,3,1,2.6,1.6,38,3.3333333333333335,1.0,1.7,0.9333333333333335,50.0,1,8.333333333333334
37,Sheffield Utd,W,Home,1,0,2.3,0.6,58,1.3333333333333333,0.3333333333333333,0.833333333333333,0.8666666666666666,46.0,1,8.0
37,Manchester City,L,Home,0,4,0.1,3.2,36,0.6666666666666666,1.3333333333333333,1.0666666666666667,0.8666666666666664,46.333333333333336,-1,6.111111111111112
37,Aston Villa,D,Away,3,3,1.7,3.1,59,3.0,1.6666666666666667,2.0000000000000004,0.9,58.333333333333336,0,7.666666666666667
37,West Ham,L,Away,1,3,0.3,3.2,42,1.0,2.6666666666666665,0.6666666666666666,1.9000000000000001,48.666666666666664,-1,5.111111111111111
37,Fulham,W,Away,4,0,3.2,0.1,64,3.0,0.3333333333333333,2.3333333333333335,1.2999999999999998,57.0,1,10.0
37,Arsenal,L,Home,0,1,0.5,1.5,54,1.3333333333333333,2.3333333333333335,1.5,2.0333333333333337,50.0,-1,6.444444444444445
37,Brighton,D,Home,1,1,2.2,1.4,57,3.6666666666666665,1.6666666666666667,2.9333333333333336,1.3,56.0,0,8.666666666666668
37,Chelsea,L,Home,2,3,1.5,1.6,33,1.0,1.6666666666666667,1.4333333333333336,1.1333333333333335,46.333333333333336,-1,5.666666666666666
37,Everton,L,Away,0,1,0.6,2.3,42,1.0,4.0,2.033333333333333,2.266666666666667,47.666666666666664,-1,3.7777777777777777
37,Burnley,W,Home,2,1,2.7,0.7,63,1.3333333333333333,3.0,1.7333333333333334,2.233333333333333,57.0,1,4.222222222222222
37,Luton Town,W,Home,3,1,3.2,0.3,58,1.3333333333333333,4.0,0.9666666666666667,2.733333333333333,33.333333333333336,1,5.0
37,Crystal Palace,L,Home,1,3,1.6,2.6,62,1.0,2.6666666666666665,0.5666666666666665,1.8333333333333333,48.666666666666664,-1,5.444444444444444
38,Everton,W,Home,2,1,2.9,0.6,68,2.3333333333333335,0.6666666666666666,1.9333333333333336,1.0999999999999999,46.333333333333336,1,9.11111111111111
38,Crystal Palace,L,Away,0,5,0.9,2.5,46,1.6666666666666667,2.0,1.4333333333333333,1.9333333333333333,39.333333333333336,-1,6.888888888888889
38,Chelsea,L,Away,1,2,2.2,1.1,39,1.3333333333333333,1.6666666666666667,1.0333333333333339,1.7666666666666668,41.333333333333336,-1,5.111111111111111
38,Newcastle Utd,L,Home,2,4,1.1,3.4,54,0.6666666666666666,0.6666666666666666,0.8666666666666667,0.9333333333333332,52.666666666666664,-1,7.888888888888888
38,Manchester Utd,L,Home,0,2,1.7,1.3,55,0.6666666666666666,1.3333333333333333,1.5999999999999996,1.4000000000000001,54.666666666666664,-1,6.222222222222222
38,Nott'ham Forest,L,Home,1,2,1.2,1.7,72,1.0,2.3333333333333335,1.2666666666666666,2.933333333333334,45.333333333333336,-1,5.555555555555555
38,Bournemouth,W,Home,2,1,1.1,2.2,61,3.3333333333333335,1.3333333333333333,2.433333333333333,1.1666666666666667,69.0,1,9.333333333333334
38,Aston Villa,W,Home,5,0,2.5,0.9,54,2.6666666666666665,0.6666666666666666,1.7666666666666668,1.0333333333333334,42.666666666666664,1,9.333333333333334
38,Arsenal,L,Away,1,2,0.6,2.9,32,1.0,0.3333333333333333,1.4999999999999998,0.7666666666666666,51.666666666666664,-1,8.333333333333334
38,Luton Town,W,Away,4,2,1.1,2.0,59,0.3333333333333333,1.6666666666666667,0.8333333333333335,1.5999999999999996,45.0,1,5.666666666666666
38,Wolves,W,Home,2,0,4.5,0.5,67,3.0,2.3333333333333335,2.233333333333334,1.666666666666667,58.0,1,7.555555555555555
38,Fulham,L,Home,2,4,2.0,1.1,41,1.0,2.0,0.5666666666666667,1.9333333333333336,45.0,-1,4.111111111111111
38,West Ham,W,Home,3,1,1.9,0.4,71,3.6666666666666665,0.3333333333333333,2.6000000000000005,0.7666666666666665,62.666666666666664,1,10.0
38,Brighton,W,Away,2,0,1.3,1.7,45,0.3333333333333333,2.0,1.2,1.7666666666666668,53.0,1,5.555555555555555
38,Brentford,W,Away,4,2,3.4,1.1,46,3.3333333333333335,1.0,2.9,1.3,56.666666666666664,1,8.0
38,Burnley,W,Away,2,1,1.7,1.2,28,1.6666666666666667,2.0,1.6333333333333335,1.566666666666667,37.666666666666664,1,5.333333333333333
38,Tottenham,L,Home,0,3,1.0,3.1,25,0.6666666666666666,3.0,1.433333333333333,2.3000000000000003,45.333333333333336,-1,3.333333333333333
38,Sheffield Utd,W,Away,3,0,3.1,1.0,75,2.0,2.6666666666666665,2.066666666666667,1.6666666666666663,60.333333333333336,1,5.111111111111111
38,Manchester City,L,Away,1,3,0.4,1.9,29,1.6666666666666667,2.6666666666666665,1.6000000000000003,2.0333333333333328,39.333333333333336,-1,5.777777777777777
38,Liverpool,L,Away,0,2,0.5,4.5,33,1.3333333333333333,3.0,1.0333333333333332,2.3000000000000003,54.0,-1,5.111111111111111
